Letter reference,Author name,Author API,Author gender,Author DOB,Relation to recipient,Recipient,Recipient API,Recipient gender,Recipient DOB,Relation to author,Change from 2006?,Order of Gardiner letters in file
PLUMPTO_076,JOHN_PULLEIN,,MALE,,,ROBERT_PLUMPTON_I,SIR,MALE,1453,,ok,
PLUMPTO_077,GERMAYN_POLE,,MALE,1483?,SON-IN-LAW,ROBERT_PLUMPTON_I,SIR,MALE,1453,FATHER-IN-LAW,ok,
PLUMPTO_078,AGNES_PLUMPTON,,FEMALE,,WIFE,ROBERT_PLUMPTON_I,SIR,MALE,1453,HUSBAND,ok,
PLUMPTO_079,AGNES_PLUMPTON,,FEMALE,,WIFE,ROBERT_PLUMPTON_I,SIR,MALE,1453,HUSBAND,ok,
PLUMPTO_080,AGNES_PLUMPTON,,FEMALE,,WIFE,ROBERT_PLUMPTON_I,SIR,MALE,1453,HUSBAND,ok,
PLUMPTO_081,ROBENETT[ROBERT]_PLUMPTON,,MALE,,BROTHER,ROBERT_PLUMPTON_I,SIR,MALE,1453,BROTHER,ok,
PLUMPTO_082,WILLIAM_GASCOIGNE,SIR,MALE,1468,NEPHEW,ROBERT_PLUMPTON_I,SIR,MALE,1453,UNCLE,ok,
PLUMPTO_083,WILLIAM_PLUMPTON_II,,MALE,1485?,SON,ROBERT_PLUMPTON_I[&_AGNES_PLUMPTON],SIR,MALE,1453,FATHER,corrected,
PLUMPTO_084,GEORGE_EMERSON,,MALE,,,ROBERT_PLUMPTON_I,SIR,MALE,1453,,ok,
PLUMPTO_085,GERMAYN_POLE,,MALE,1483?,SON-IN-LAW,ROBERT_PLUMPTON_I,SIR,MALE,1453,FATHER-IN-LAW,ok,
PLUMPTO_086,GERMAYN_POLE,,MALE,1483?,SON-IN-LAW,ROBERT_PLUMPTON_I,SIR,MALE,1453,FATHER-IN-LAW,ok,
PLUMPTO_087,ROBENETT[ROBERT]_PLUMPTON,,MALE,,BROTHER,ROBERT_PLUMPTON_I,SIR,MALE,1453,BROTHER,ok,
PLUMPTO_088,AGNES_PLUMPTON,,FEMALE,,WIFE,ROBERT_PLUMPTON_I,SIR,MALE,1453,HUSBAND,ok,
PLUMPTO_089,AGNES_PLUMPTON,,FEMALE,,WIFE,ROBERT_PLUMPTON_I,SIR,MALE,1453,HUSBAND,ok,
PLUMPTO_090,AGNES_PLUMPTON,,FEMALE,,WIFE,ROBERT_PLUMPTON_I,SIR,MALE,1453,HUSBAND,ok,
PLUMPTO_091,AGNES_PLUMPTON,,FEMALE,,WIFE,ROBERT_PLUMPTON_I,SIR,MALE,1453,HUSBAND,ok,
PLUMPTO_092,ELIZABETH_POLE,,FEMALE,,KIN,ROBERT_PLUMPTON_I,SIR,MALE,1453,KIN,ok,
PLUMPTO_093,GERMAYN_POLE,,MALE,1483?,SON-IN-LAW,ROBERT_PLUMPTON_I,SIR,MALE,1453,FATHER-IN-LAW,ok,
PLUMPTO_094,GERMAYN_POLE,,MALE,1483?,SON-IN-LAW,ROBERT_PLUMPTON_I,SIR,MALE,1453,FATHER-IN-LAW,ok,
PLUMPTO_095,ISABEL_PLUMPTON,,FEMALE,,WIFE,ROBERT_PLUMPTON_I,SIR,MALE,1453,HUSBAND,ok,
PLUMPTO_096,HENRY_PERCY_II,5TH_EARL_OF_NORTHUMBERLAND,MALE,1478,,ROBERT_PLUMPTON_I,SIR,MALE,1453,,ok,
PLUMPTO_097,DOROTHY_PLUMPTON,,FEMALE,,DAUGHTER,ROBERT_PLUMPTON_I,SIR,MALE,1453,FATHER,ok,
PLUMPTO_098,GERMAYN_POLE,,MALE,1483?,SON-IN-LAW,ROBERT_PLUMPTON_I,SIR,MALE,1453,FATHER-IN-LAW,ok,
PLUMPTO_099,GERMAYN_POLE,,MALE,1483?,SON-IN-LAW,ROBERT_PLUMPTON_I,SIR,MALE,1453,FATHER-IN-LAW,ok,
PLUMPTO_100,WILLIAM_GASCOIGNE,SIR,MALE,1468,NEPHEW,ROBERT_PLUMPTON_I,SIR,MALE,1453,UNCLE,ok,
PLUMPTO_101,WILLIAM_GASCOIGNE,SIR,MALE,1468,NEPHEW,ROBERT_PLUMPTON_I,SIR,MALE,1453,UNCLE,ok,
PLUMPTO_102,WILLIAM_PLUMPTON_II,,MALE,1485?,SON,ROBERT_PLUMPTON_I,SIR,MALE,1453,FATHER,corrected,
PLUMPTO_103,ANN_ABBOT,,FEMALE,,,ANNE_ROKESBY,,FEMALE,,,ok,
PLUMPTO_104,ROBERT_PLUMPTON_II,,MALE,1516,SON,ISABEL_PLUMPTON,,FEMALE,,MOTHER,ok,
PLUMPTO_105,ROBERT_PLUMPTON_II,,MALE,1516,SON,ISABEL_PLUMPTON,,FEMALE,,MOTHER,ok,
PLUMPTO_106,WILLIAM_PLUMPTON_II,,MALE,1485?,FATHER,ROBERT_PLUMPTON_II,,MALE,1516,SON,ok,
PLUMPTO_107,JOHN_DODDINGTON,,MALE,,,WILLIAM_PLUMPTON_II,,MALE,1485?,,ok,
PLUMPTO_108,JOHN_DODDINGTON,,MALE,,,ISABEL_PLUMPTON,,FEMALE,,,ok,
PLUMPTO_109,JOHN_DODDINGTON,,MALE,,,WILLIAM_PLUMPTON_II,,MALE,1485?,,ok,
PLUMPTO_110,JOHN_DODDINGTON,,MALE,,,WILLIAM_PLUMPTON_II,,MALE,1485?,,ok,
PLUMPTO_111,JOHN_DODDINGTON,,MALE,,,WILLIAM_PLUMPTON_II,,MALE,1485?,,ok,
PLUMPTO_112,HENRY_SAVILL,SIR,MALE,,,WILLIAM_PLUMPTON_II,,MALE,1485?,,ok,
PLUMPTO_113,HENRY_SAVILL,SIR,MALE,,,WILLIAM_PLUMPTON_II,,MALE,1485?,,ok,
PLUMPTO_114,HENRY_SAVILL,SIR,MALE,,,WILLIAM_PLUMPTON_II,,MALE,1485?,,ok,
PLUMPTO_115,HENRY_SAVILL,SIR,MALE,,,WILLIAM_PLUMPTON_II,,MALE,1485?,,ok,
PLUMPTO_116,HENRY_SAVILL,SIR,MALE,,,WILLIAM_PLUMPTON_II,,MALE,1485?,,ok,
PLUMPTO_117,WILLIAM_WOODRUFFE,,MALE,,,ISABEL_PLUMPTON,,FEMALE,,,ok,
PLUMPTO_118,WILLIAM_WOODRUFFE,,MALE,,,ISABEL_PLUMPTON,,FEMALE,,,ok,
PORY_001,JOHN_PORY,,MALE,1572,,RALPH_WINWOOD,DUKE_OF_BUCCLEUCH,MALE,1563?,,ok,
PORY_002,JOHN_PORY,,MALE,1572,,DUDLEY_CARLETON,VISCOUNT_DORCHESTER/DIPLOMNAT(DNB),MALE,1573,,ok,
PORY_003,JOHN_PORY,,MALE,1572,,DUDLEY_CARLETON,VISCOUNT_DORCHESTER/DIPLOMNAT(DNB),MALE,1573,,ok,
PORY_004,JOHN_PORY,,MALE,1572,,JOHN_SCUDAMORE,BARON_DROMORE/VISCOUNT_SCUDAMORE_OF_SLIGO,MALE,1601,,ok,
PRIDEAU_001,HUMPHREY_PRIDEAUX,CHURCH_OFFICIAL/SOMETIME_DEAN_OF_NORWICH,MALE,1648,,JOHN_ELLIS,PUBLIC_SERVANT/SOMETIME_UNDER-SECRETARY_OF_STATE,MALE,1645,,ok,
PRIDEAU_002,HUMPHREY_PRIDEAUX,CHURCH_OFFICIAL/SOMETIME_DEAN_OF_NORWICH,MALE,1648,,JOHN_ELLIS,PUBLIC_SERVANT/SOMETIME_UNDER-SECRETARY_OF_STATE,MALE,1645,,ok,
PRIDEAU_003,HUMPHREY_PRIDEAUX,CHURCH_OFFICIAL/SOMETIME_DEAN_OF_NORWICH,MALE,1648,,JOHN_ELLIS,PUBLIC_SERVANT/SOMETIME_UNDER-SECRETARY_OF_STATE,MALE,1645,,ok,
PRIDEAU_004,HUMPHREY_PRIDEAUX,CHURCH_OFFICIAL/SOMETIME_DEAN_OF_NORWICH,MALE,1648,,JOHN_ELLIS,PUBLIC_SERVANT/SOMETIME_UNDER-SECRETARY_OF_STATE,MALE,1645,,ok,
PRIDEAU_005,HUMPHREY_PRIDEAUX,CHURCH_OFFICIAL/SOMETIME_DEAN_OF_NORWICH,MALE,1648,,JOHN_ELLIS,PUBLIC_SERVANT/SOMETIME_UNDER-SECRETARY_OF_STATE,MALE,1645,,ok,
PRIDEAU_006,HUMPHREY_PRIDEAUX,CHURCH_OFFICIAL/SOMETIME_DEAN_OF_NORWICH,MALE,1648,,JOHN_ELLIS,PUBLIC_SERVANT/SOMETIME_UNDER-SECRETARY_OF_STATE,MALE,1645,,ok,
PRIDEAU_007,HUMPHREY_PRIDEAUX,CHURCH_OFFICIAL/SOMETIME_DEAN_OF_NORWICH,MALE,1648,,JOHN_ELLIS,PUBLIC_SERVANT/SOMETIME_UNDER-SECRETARY_OF_STATE,MALE,1645,,ok,
PRIDEAU_008,HUMPHREY_PRIDEAUX,CHURCH_OFFICIAL/SOMETIME_DEAN_OF_NORWICH,MALE,1648,,JOHN_ELLIS,PUBLIC_SERVANT/SOMETIME_UNDER-SECRETARY_OF_STATE,MALE,1645,,ok,
PRIDEAU_009,HUMPHREY_PRIDEAUX,CHURCH_OFFICIAL/SOMETIME_DEAN_OF_NORWICH,MALE,1648,,JOHN_ELLIS,PUBLIC_SERVANT/SOMETIME_UNDER-SECRETARY_OF_STATE,MALE,1645,,ok,
PRIDEAU_010,HUMPHREY_PRIDEAUX,CHURCH_OFFICIAL/SOMETIME_DEAN_OF_NORWICH,MALE,1648,,JOHN_ELLIS,PUBLIC_SERVANT/SOMETIME_UNDER-SECRETARY_OF_STATE,MALE,1645,,ok,
RERUM_001,RICHARD_III,KING_OF_ENGLAND,MALE,1452,,JAMES_STUART_III,KING_OF_SCOTLAND,MALE,1452,,ok,
RERUM_002,RICHARD_III,KING_OF_ENGLAND,MALE,1452,,JAMES_STUART_III,KING_OF_SCOTLAND,MALE,1452,,ok,
RERUM_003,RICHARD_III,KING_OF_ENGLAND,MALE,1452,,THOMAS_FITZGERALD,7TH_EARL_OF_DESMOND,MALE,1426?,,ok,
RERUM_004,RICHARD_III,KING_OF_ENGLAND,MALE,1452,,GERALD_FITZGERALD,8TH_EARL_OF_KILDARE,MALE,1456?,,ok,
RERUM_005,RICHARD_III,KING_OF_ENGLAND,MALE,1452,,LORD_BARRY,LORD_MUNSTER,MALE,,,ok,
RERUM_006,RICHARD_III,KING_OF_ENGLAND,MALE,1452,,JOHN_&_PIERS_POWER,,MALE,,,ok,
RERUM_007,RICHARD_III,KING_OF_ENGLAND,MALE,1452,,UNKNOWN_RECIPIENT_1,,MALE,,,ok,
RERUM_008,RICHARD_III,KING_OF_ENGLAND,MALE,1452,,ALEXANDER_PLUNKETT,,MALE,,,ok,
RERUM_009,RICHARD_III,KING_OF_ENGLAND,MALE,1452,,LORD_BARRY,LORD_MUNSTER,MALE,,,ok,
RERUM_010,RICHARD_III,KING_OF_ENGLAND,MALE,1452,,JOHN_DAWSON,DEAN_[&_CHAPTER]_OF_SALISBURY,MALE,,,ok,
RERUM_011,HENRY_TUDOR_VII,KING_OF_ENGLAND,MALE,1457,,JOHN_SHIRWOOD,BISHOP_OF_DURHAM,MALE,,,ok,
RERUM_012,EDMUND_DE_LA_POLE,8TH_EARL_OF_SUFFOLK,MALE,1472,,THOMAS_KILLINGWORTH,,MALE,,FAMILY_SERVANT/STEWARD,ok,
RERUM_013,EDMUND_DE_LA_POLE,8TH_EARL_OF_SUFFOLK,MALE,1472,,THOMAS_KILLINGWORTH,,MALE,,FAMILY_SERVANT/STEWARD,ok,
RERUM_014,HENRY_TUDOR_VII,KING_OF_ENGLAND,MALE,1457,,GILBERT_TALBOT_2[&_THOMAS_CRESSET],SIR/DEPUTY_OF_CALAIS,MALE,,,ok,
RERUM_015,HENRY_TUDOR_VII,KING_OF_ENGLAND,MALE,1457,,GILBERT_TALBOT_2,SIR/DEPUTY_OF_CALAIS,MALE,,,ok,
RERUM_016,HENRY_TUDOR_VII,KING_OF_ENGLAND,MALE,1457,,GILBERT_TALBOT_2,SIR/DEPUTY_OF_CALAIS,MALE,,,ok,
RERUM_017,HENRY_TUDOR_VII,KING_OF_ENGLAND,MALE,1457,,GILBERT_TALBOT_2,SIR/DEPUTY_OF_CALAIS,MALE,,,ok,
RERUM_018,HENRY_TUDOR_VII,KING_OF_ENGLAND,MALE,1457,,GILBERT_TALBOT_2,SIR/DEPUTY_OF_CALAIS,MALE,,,ok,
RERUM_019,THOMAS_KILLINGWORTH,,MALE,,FAMILY_SERVANT/STEWARD,EDMUND_DE_LA_POLE,8TH_EARL_OF_SUFFOLK,MALE,1472,,ok,
ROYAL1_001,ELIZABETH_TUDOR,QUEEN_OF_ENGLAND,FEMALE,1533,KIN,JAMES_STUART_I/VI,KING_OF_ENGLAND/SCOTLAND,MALE,1566,KIN,ok,
ROYAL1_002,ELIZABETH_TUDOR,QUEEN_OF_ENGLAND,FEMALE,1533,KIN,JAMES_STUART_I/VI,KING_OF_ENGLAND/SCOTLAND,MALE,1566,KIN,ok,
ROYAL1_003,ELIZABETH_TUDOR,QUEEN_OF_ENGLAND,FEMALE,1533,KIN,JAMES_STUART_I/VI,KING_OF_ENGLAND/SCOTLAND,MALE,1566,KIN,ok,
ROYAL1_004,ELIZABETH_TUDOR,QUEEN_OF_ENGLAND,FEMALE,1533,KIN,JAMES_STUART_I/VI,KING_OF_ENGLAND/SCOTLAND,MALE,1566,KIN,ok,
ROYAL1_005,ELIZABETH_TUDOR,QUEEN_OF_ENGLAND,FEMALE,1533,KIN,JAMES_STUART_I/VI,KING_OF_ENGLAND/SCOTLAND,MALE,1566,KIN,ok,
ROYAL1_006,ELIZABETH_TUDOR,QUEEN_OF_ENGLAND,FEMALE,1533,KIN,JAMES_STUART_I/VI,KING_OF_ENGLAND/SCOTLAND,MALE,1566,KIN,ok,
ROYAL1_007,ELIZABETH_TUDOR,QUEEN_OF_ENGLAND,FEMALE,1533,KIN,JAMES_STUART_I/VI,KING_OF_ENGLAND/SCOTLAND,MALE,1566,KIN,ok,
ROYAL1_008,ELIZABETH_TUDOR,QUEEN_OF_ENGLAND,FEMALE,1533,KIN,JAMES_STUART_I/VI,KING_OF_ENGLAND/SCOTLAND,MALE,1566,KIN,ok,
ROYAL1_009,ELIZABETH_TUDOR,QUEEN_OF_ENGLAND,FEMALE,1533,KIN,JAMES_STUART_I/VI,KING_OF_ENGLAND/SCOTLAND,MALE,1566,KIN,ok,
ROYAL1_010,ELIZABETH_TUDOR,QUEEN_OF_ENGLAND,FEMALE,1533,KIN,JAMES_STUART_I/VI,KING_OF_ENGLAND/SCOTLAND,MALE,1566,KIN,ok,
ROYAL1_011,ELIZABETH_TUDOR,QUEEN_OF_ENGLAND,FEMALE,1533,KIN,JAMES_STUART_I/VI,KING_OF_ENGLAND/SCOTLAND,MALE,1566,KIN,ok,
ROYAL1_012,ELIZABETH_TUDOR,QUEEN_OF_ENGLAND,FEMALE,1533,KIN,JAMES_STUART_I/VI,KING_OF_ENGLAND/SCOTLAND,MALE,1566,KIN,ok,
ROYAL1_013,ELIZABETH_TUDOR,QUEEN_OF_ENGLAND,FEMALE,1533,KIN,JAMES_STUART_I/VI,KING_OF_ENGLAND/SCOTLAND,MALE,1566,KIN,ok,
ROYAL1_014,ELIZABETH_TUDOR,QUEEN_OF_ENGLAND,FEMALE,1533,KIN,JAMES_STUART_I/VI,KING_OF_ENGLAND/SCOTLAND,MALE,1566,KIN,ok,
ROYAL1_015,ELIZABETH_TUDOR,QUEEN_OF_ENGLAND,FEMALE,1533,KIN,JAMES_STUART_I/VI,KING_OF_ENGLAND/SCOTLAND,MALE,1566,KIN,ok,
ROYAL1_016,ELIZABETH_TUDOR,QUEEN_OF_ENGLAND,FEMALE,1533,KIN,JAMES_STUART_I/VI,KING_OF_ENGLAND/SCOTLAND,MALE,1566,KIN,ok,
ROYAL1_017,ELIZABETH_TUDOR,QUEEN_OF_ENGLAND,FEMALE,1533,KIN,JAMES_STUART_I/VI,KING_OF_ENGLAND/SCOTLAND,MALE,1566,KIN,ok,
ROYAL1_018,ELIZABETH_TUDOR,QUEEN_OF_ENGLAND,FEMALE,1533,KIN,JAMES_STUART_I/VI,KING_OF_ENGLAND/SCOTLAND,MALE,1566,KIN,ok,
ROYAL1_019,ELIZABETH_TUDOR,QUEEN_OF_ENGLAND,FEMALE,1533,KIN,JAMES_STUART_I/VI,KING_OF_ENGLAND/SCOTLAND,MALE,1566,KIN,ok,
ROYAL1_020,ELIZABETH_TUDOR,QUEEN_OF_ENGLAND,FEMALE,1533,KIN,JAMES_STUART_I/VI,KING_OF_ENGLAND/SCOTLAND,MALE,1566,KIN,ok,
ROYAL1_021,ELIZABETH_TUDOR,QUEEN_OF_ENGLAND,FEMALE,1533,KIN,JAMES_STUART_I/VI,KING_OF_ENGLAND/SCOTLAND,MALE,1566,KIN,ok,
ROYAL1_022,ELIZABETH_TUDOR,QUEEN_OF_ENGLAND,FEMALE,1533,KIN,JAMES_STUART_I/VI,KING_OF_ENGLAND/SCOTLAND,MALE,1566,KIN,ok,
ROYAL1_023,ELIZABETH_TUDOR,QUEEN_OF_ENGLAND,FEMALE,1533,KIN,JAMES_STUART_I/VI,KING_OF_ENGLAND/SCOTLAND,MALE,1566,KIN,ok,
ROYAL1_024,ELIZABETH_TUDOR,QUEEN_OF_ENGLAND,FEMALE,1533,KIN,JAMES_STUART_I/VI,KING_OF_ENGLAND/SCOTLAND,MALE,1566,KIN,ok,
ROYAL1_025,ELIZABETH_TUDOR,QUEEN_OF_ENGLAND,FEMALE,1533,KIN,JAMES_STUART_I/VI,KING_OF_ENGLAND/SCOTLAND,MALE,1566,KIN,ok,
ROYAL1_026,ELIZABETH_TUDOR,QUEEN_OF_ENGLAND,FEMALE,1533,KIN,JAMES_STUART_I/VI,KING_OF_ENGLAND/SCOTLAND,MALE,1566,KIN,ok,
ROYAL1_027,ELIZABETH_TUDOR,QUEEN_OF_ENGLAND,FEMALE,1533,KIN,JAMES_STUART_I/VI,KING_OF_ENGLAND/SCOTLAND,MALE,1566,KIN,ok,
ROYAL1_028,ELIZABETH_TUDOR,QUEEN_OF_ENGLAND,FEMALE,1533,KIN,JAMES_STUART_I/VI,KING_OF_ENGLAND/SCOTLAND,MALE,1566,KIN,ok,
ROYAL2_001,ELIZABETH_STUART,QUEEN_OF_BOHEMIA,FEMALE,1596,DAUGHTER,JAMES_STUART_I/VI,KING_OF_ENGLAND/SCOTLAND,MALE,1566,FATHER,ok,
ROYAL2_002,ELIZABETH_STUART,QUEEN_OF_BOHEMIA,FEMALE,1596,DAUGHTER,JAMES_STUART_I/VI,KING_OF_ENGLAND/SCOTLAND,MALE,1566,FATHER,ok,
RUTLAND_001,HENRY_TUDOR_VII,KING_OF_ENGLAND,MALE,1457,,HENRY_VERNON,SIR/COURTIER/SQUIRE_OF_THE_BODY,MALE,1445?,,ok,
RUTLAND_002,HENRY_TUDOR_VII,KING_OF_ENGLAND,MALE,1457,,HENRY_VERNON,SIR/COURTIER/SQUIRE_OF_THE_BODY,MALE,1445?,,ok,
RUTLAND_003,HENRY_TUDOR_VII,KING_OF_ENGLAND,MALE,1457,,HENRY_VERNON,SIR/COURTIER/SQUIRE_OF_THE_BODY,MALE,1445?,,ok,
RUTLAND_004,ANNE_VERNON,LADY,FEMALE,,,WILLIAM_ROLLASLEY,GENTLEMAN,MALE,,,ok,
RUTLAND_005,HENRY_TUDOR_VII,KING_OF_ENGLAND,MALE,1457,,HENRY_VERNON,SIR/COURTIER/SQUIRE_OF_THE_BODY,MALE,1445?,,ok,
RUTLAND_006,HENRY_TUDOR_VII,KING_OF_ENGLAND,MALE,1457,,HENRY_VERNON,SIR/COURTIER/SQUIRE_OF_THE_BODY,MALE,1445?,,ok,
SHILLIN_001,JOHN_SHILLINGFORD,MAYOR_OF_EXETER,MALE,,,NAMES_UNKNOWN_1,SHILLINGFORD'S_FELLOWS_AT_EXETER,MALE,,,ok,
SHILLIN_002,JOHN_SHILLINGFORD,MAYOR_OF_EXETER,MALE,,,NAMES_UNKNOWN_1,SHILLINGFORD'S_FELLOWS_AT_EXETER,MALE,,,ok,
SHILLIN_003,JOHN_SHILLINGFORD,MAYOR_OF_EXETER,MALE,,,NAMES_UNKNOWN_1,SHILLINGFORD'S_FELLOWS_AT_EXETER,MALE,,,ok,
SHILLIN_004,JOHN_SHILLINGFORD,MAYOR_OF_EXETER,MALE,,,NAMES_UNKNOWN_1,SHILLINGFORD'S_FELLOWS_AT_EXETER,MALE,,,ok,
SHILLIN_005,JOHN_SHILLINGFORD,MAYOR_OF_EXETER,MALE,,,NAMES_UNKNOWN_1,SHILLINGFORD'S_FELLOWS_AT_EXETER,MALE,,,ok,
SHILLIN_006,JOHN_SHILLINGFORD,MAYOR_OF_EXETER,MALE,,,NAME_UNKNOWN_1,ONE_OF_THE_BISHOP'S_COUNCIL,MALE,,,ok,
SHILLIN_007,JOHN_SHILLINGFORD,MAYOR_OF_EXETER,MALE,,,DOWRISH,,MALE,,,ok,
SHILLIN_008,JOHN_SHILLINGFORD,MAYOR_OF_EXETER,MALE,,,EDMUND_LACEY,BISHOP_OF_EXETER,MALE,,,ok,
SHILLIN_009,JOHN_SHILLINGFORD,MAYOR_OF_EXETER,MALE,,,NAME_UNKNOWN_2,DEPUTY_MAYOR_OF_EXETER?,MALE,,,ok,
SHILLIN_010,H_WEBBER,PRIEST,MALE,,,NAME_UNKNOWN_14,RECORDER_OF_EXETER,MALE,,,ok,
SHILLIN_011,JOHN_SHILLINGFORD,MAYOR_OF_EXETER,MALE,,,NAMES_UNKNOWN_1,SHILLINGFORD'S_FELLOWS_AT_EXETER,MALE,,,ok,
SHILLIN_012,JOHN_SHILLINGFORD,MAYOR_OF_EXETER,MALE,,,NAMES_UNKNOWN_1,SHILLINGFORD'S_FELLOWS_AT_EXETER,MALE,,,ok,
SHILLIN_013,JOHN_KEMP,ARCHBISHOP_OF_CANTERBURY/YORK/CHANCELLOR,MALE,1375?,,EDMUND_LACEY,BISHOP_OF_EXETER,MALE,,,ok,
SHILLIN_014,JOHN_KEMP,ARCHBISHOP_OF_CANTERBURY/YORK/CHANCELLOR,MALE,1375?,,RICHARD_NUTON[?],CHIEF_JUSTICE,MALE,,,ok,
SHILLIN_015,JOHN_SHILLINGFORD,MAYOR_OF_EXETER,MALE,,,JOHN_KEMP,ARCHBISHOP_OF_CANTERBURY/YORK/CHANCELLOR,MALE,1375?,,ok,
SHILLIN_016,JOHN_SHILLINGFORD,MAYOR_OF_EXETER,MALE,,,NAMES_UNKNOWN_1,SHILLINGFORD'S_FELLOWS_AT_EXETER,MALE,,,ok,
SHILLIN_017,JOHN_SHILLINGFORD,MAYOR_OF_EXETER,MALE,,,NAMES_UNKNOWN_1,SHILLINGFORD'S_FELLOWS_AT_EXETER,MALE,,,ok,
SIGNET_001,HENRY_V_SIGNET?[HAMOND_EX],CLERK,MALE,,,PRIVY_COUNCIL,,MALE,,,ok,
SIGNET_002,HENRY_V_SIGNET[SHIRYNGTON?],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_003,HENRY_V_SIGNET[HAND_X],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_004,HENRY_V_SIGNET[CHANCERY1],CLERK,MALE,,,PRIVY_COUNCIL,,MALE,,,ok,
SIGNET_005,HENRY_V_SIGNET[SHIRYNGTON?],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_006,HENRY_V_SIGNET[HAND_X],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_007,HENRY_V_SIGNET[HAND_Y],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_008,HENRY_V_SIGNET[TOLY],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_009,HENRY_V_SIGNET[TOLY],CLERK,MALE,,BROTHER,JOHN_OF_LANCASTER,DUKE_OF_BEDFORD,MALE,1389,BROTHER,ok,
SIGNET_010,HENRY_V_SIGNET[CHANCERY2],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_011,HENRY_V_SIGNET[HETHE?],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_012,HENRY_V_SIGNET[CHANCERY3],CLERK,MALE,,BROTHER,JOHN_OF_LANCASTER,DUKE_OF_BEDFORD,MALE,1389,BROTHER,ok,
SIGNET_013,HENRY_V_SIGNET[HAND_Y],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_014,HENRY_V_SIGNET[HAND_Z],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_015,HENRY_V_SIGNET[TOLY],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_016,HENRY_V_SIGNET[TOLY?],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_017,HENRY_V_SIGNET[HAND_Y],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_018,HENRY_V_SIGNET[HAND_Y],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_019,HENRY_V_SIGNET[HETHE?],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_020,HENRY_V_SIGNET[CAUD?],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_021,HENRY_V_SIGNET[HAND_Z],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_022,HENRY_V_SIGNET[HETHE?],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_023,HENRY_V_SIGNET[HETHE],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_024,HENRY_V_SIGNET[TOLY],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_025,HENRY_V_SIGNET[HETHE?],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_026,HENRY_V_SIGNET[HETHE],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
SIGNET_027,HENRY_V_SIGNET[HETHE],CLERK,MALE,,,THOMAS_LANGLEY,BISHOP_OF_DURHAM/LORD_CHANCELLOR,MALE,1360?,,ok,
